chr,start,end,name,chrTSS,startTSS,endTSS,TargetGene,ReferenceID,CellType,EffectSize,pValueAdjusted,Significant,PowerAtEffectSize25,PowerAtEffectSize10,PowerAtEffectSize15,PowerAtEffectSize20,PowerAtEffectSize50,distanceToTSS,numTSSEnhGene,numCandidateEnhGene,normalizedDNase_enh,normalizedDNase_prom,numNearbyEnhancers,sumNearbyEnhancers,ubiquitousExpressedGene,3DContact,3DContact_squared,normalizedDNase_enh_squared,ABC.Score
chr20,33689971,33690471,AHCY|chr20:32277777-32278277:.,chr20,34311801.0,34311802.0,AHCY,2f957f7a,K562,0.045145484,0.809297852,False,1.0,0.6,0.85,1.0,1.0,612803.0,9,61,9.693239,0.914183,282,2116.298798,1,228.489979,52207.6705,93.95888231,0.002073
chr17,82338905,82339525,MRPL12|chr17:80296781-80297401:.,chr17,81703357.0,81703358.0,MRPL12,2f957f7a,K562,-0.004912766,0.999918431,False,1.0,0.65,0.8,0.95,1.0,635917.0,32,101,6.740988,0.742597,196,538.817426,1,175.080401,30653.14681,45.44091922,0.000986
chr5,135526903,135527403,PITX1|chr5:134862593-134863093:.,chr5,135034812.0,135034813.0,PITX1,2f957f7a,K562,-0.016105562,0.887070459,False,0.9,0.55,0.8,0.9,1.0,492893.0,6,82,2.017494,0.824954,0,0.0,0,254.329271,64683.37809,4.07028204,0.000661
chr19,48562988,48563808,PPP1R15A|chr19:49066245-49067065:*,chr19,48872392.0,48872393.0,PPP1R15A,39b33148,K562,0.02060993,0.97461721,False,0.935530726,,,,,308973.5,20,64,2.685397,0.914183,1104,1550.825508,0,169.505561,28732.13521,7.211357048,0.000126
chr8,127799639,127802139,MYC|chr8:128811885-128814385:*,chr8,127735434.0,127735435.0,MYC,0c4fc18d,K562,0.02068095,0.1528396,False,1.0,,,,,64835.0,2,8,8.395841,0.826261,33,44.886699,0,888.435414,789317.4848,70.4901461,0.008591
chr8,102788927,102790018,AZIN1|chr8:102788927-102790018:.,chr8,102893864.0,102893865.0,AZIN1,ebda246b,K562,-0.033653813,1.0,False,1.0,0.8,0.9,1.0,1.0,74758.0,2,9,5.533956,0.811405,93,131.896258,1,461.431928,212919.4242,30.62466901,0.002285
chr19,49391788,49392328,PPP1R15A|chr19:49895045-49895585:*,chr19,48872392.0,48872393.0,PPP1R15A,39b33148,K562,0.07983206,0.77510845,False,0.996070307,,,,,519536.5,31,76,8.144708,0.914183,798,1880.917654,0,164.336773,27006.57496,66.33626841,0.00037
chr19,12977731,12978251,RAD23A|chr19:13088545-13089065:*,chr19,12945855.0,12945856.0,RAD23A,39b33148,K562,-0.041945196,0.490916794,False,1.0,,,,,32212.0,3,4,6.072188,0.954611,224,398.080032,1,1041.029432,1083742.278,36.87146711,0.003157
chr12,53808921,53809441,NFE2|chr12:54202705-54203225:*,chr12,54301120.0,54301121.0,NFE2,39b33148,K562,0.01598116,0.99826582,False,0.989010862,,,,,491793.0,23,56,1.957461,0.78888,0,0.0,0,212.743958,45259.99167,3.831653567,0.000128
chr19,34712608,34713108,COX6B1|chr19:35203513-35204013:.,chr19,35648223.0,35648224.0,COX6B1,2f957f7a,K562,0.003902968,0.999918431,False,1.0,0.7,0.9,1.0,1.0,935345.0,39,107,2.749895,0.887835,155,91.61833,1,136.492371,18630.16734,7.561922511,0.000198
chr17,41530112,41531001,NT5C3B|chr17:39686364-39687253:.,chr17,41836262.0,41836263.0,NT5C3B,2f957f7a,K562,0.012247327,0.979104758,False,1.0,0.8,0.95,1.0,1.0,305713.0,13,40,19.213789,0.4895,346,1410.251539,0,107.758019,11611.79066,369.1696877,0.002959
chr11,57901270,57902152,SSRP1|chr11:57668742-57669624:.,chr11,57335876.0,57335877.0,SSRP1,2f957f7a,K562,-0.042744925,0.625073903,False,1.0,0.45,0.8,0.95,1.0,565787.0,20,72,9.317731,0.615504,200,422.7845,1,154.148856,23761.86981,86.82011099,0.001505
chr19,12814891,12815491,RAD23A|chr19:12925705-12926305:*,chr19,12945855.0,12945856.0,RAD23A,39b33148,K562,0.001469164,0.994638306,False,0.999996117,,,,,130620.0,9,23,1.596818,0.954611,227,134.176522,1,328.922072,108189.7294,2.549827725,0.000262
chr1,38777548,38778445,PPIE|chr1:39243220-39244117:.,chr1,39692182.0,39692183.0,PPIE,2f957f7a,K562,-0.053047471,0.777011096,False,1.0,0.7,0.8,1.0,1.0,961040.0,19,117,4.891731,0.803494,112,117.525184,1,46.440419,2156.712517,23.92903218,0.000274
chr3,129942102,129942642,CNBP|chr3:129660945-129661485:*,chr3,129183921.0,129183922.0,CNBP,39b33148,K562,-0.02047139,0.999866357,False,1.0,,,,,758466.0,14,81,1.420022,0.698756,60,39.91416,1,81.035737,6566.790671,2.01646248,0.000156
chr17,48521699,48522551,SNF8|chr17:46599061-46599913:.,chr17,48945116.0,48945117.0,SNF8,2f957f7a,K562,-0.026095432,0.997981317,False,0.95,0.45,0.8,0.95,1.0,422494.0,20,57,15.427053,0.679861,256,899.649792,1,204.973175,42014.00247,237.9939643,0.003397
chr5,178683694,178684194,HNRNPAB|chr5:178110695-178111195:.,chr5,178204507.0,178204508.0,HNRNPAB,2f957f7a,K562,-0.043844824,0.939182273,False,1.0,0.65,0.8,0.95,1.0,479454.0,4,41,1.718913,0.7545,0,0.0,1,167.938912,28203.47816,2.954661902,0.000346
chr14,102570881,102571522,MARK3|chr14:103037218-103037859:.,chr14,103385392.0,103385393.0,MARK3,2f957f7a,K562,-0.026531754,0.917542419,False,0.9,0.65,0.8,0.8,1.0,814158.0,12,93,2.868273,0.703039,177,535.064392,1,193.773293,37548.08908,8.226990003,0.000652
chr7,106346553,106347053,SYPL1|chr7:105986999-105987499:.,chr7,106112575.0,106112576.0,SYPL1,2f957f7a,K562,0.01682153,0.999918431,False,1.0,0.5,0.8,0.95,1.0,234155.0,2,28,5.362552,0.862141,123,136.173915,1,287.627984,82729.85718,28.75696395,0.00165
chr1,157193565,157194065,NAXE|chr1:157163355-157163855:.,chr1,156591762.0,156591763.0,NAXE,2f957f7a,K562,-0.02143653,0.999918431,False,1.0,0.75,0.9,0.95,1.0,602049.0,21,99,2.381198,0.629246,171,127.450575,0,24.469402,598.7516342,5.670103915,5.3e-05
chr1,31826818,31827761,RBBP4|chr1:32292419-32293362:.,chr1,32651142.0,32651143.0,RBBP4,2f957f7a,K562,0.016214586,0.999918431,False,1.0,0.65,0.8,1.0,1.0,823896.0,22,106,21.598953,0.954321,0,0.0,1,96.660222,9343.198517,466.5147707,0.00129
chr11,33941571,33942071,CAPRIN1|chr11:33963118-33963618:.,chr11,34051683.0,34051684.0,CAPRIN1,2f957f7a,K562,-0.013026769,0.999918431,False,1.0,0.75,0.9,0.95,1.0,109843.5,1,17,12.111835,0.846681,105,1622.29872,1,479.699209,230111.3311,146.6965471,0.005631
chr9,133027060,133027560,RPL7A|chr9:135902447-135902947:.,chr9,133348214.0,133348215.0,RPL7A,2f957f7a,K562,0.026209906,0.999918431,False,1.0,0.5,0.85,1.0,1.0,320883.0,11,51,7.655175,0.685329,354,4764.363516,1,500.214784,250214.8301,58.60170428,0.003761
chr16,11234006,11234506,RSL1D1|chr16:11327863-11328363:.,chr16,11851584.0,11851585.0,RSL1D1,2f957f7a,K562,0.036618272,0.999918431,False,1.0,0.6,0.8,0.95,1.0,617377.0,14,61,3.409749,0.656537,128,1434.682141,1,226.311123,51216.72439,11.62638824,0.001402
chr19,12716871,12717391,C19orf43|chr19:12827685-12828205:*,chr19,,,C19orf43,39b33148,K562,-0.06209383,0.413489076,False,1.0,,,,,17631.0,2,3,3.23003,0.816631,225,5437.882125,0,3241.755298,10508977.41,10.4330938,0.005499
chr17,76601545,76602532,H3F3B|chr17:74597627-74598614:.,chr17,75785892.0,75785893.0,H3F3B,2f957f7a,K562,0.00229178,0.966025016,False,1.0,0.8,0.9,1.0,1.0,822075.0,31,128,12.70019,0.961797,0,0.0,0,127.030458,16136.73726,161.294826,0.000885
chr19,48415368,48415868,BAX|chr19:48918625-48919125:*,chr19,48954815.0,48954816.0,BAX,39b33148,K562,0.009394247,0.996175361,False,1.0,,,,,539328.0,29,100,6.691636,0.903803,556,2087.55899,1,197.899235,39164.10721,44.77799236,0.000579
chr11,65421107,65421607,CCDC85B|chr11:65188578-65189078:.,chr11,65890112.0,65890113.0,CCDC85B,2f957f7a,K562,0.010922586,0.999918431,False,0.95,0.65,0.8,0.9,1.0,469031.0,26,74,8.198825,0.827083,944,20293.39786,0,406.554805,165286.8095,67.22073138,0.001473
chrX,50579885,50580405,GATA1|chrX:50322885-50323405:*,chrX,48786554.0,48786555.0,GATA1,39b33148,K562,0.01967154,0.858038167,False,0.999981982,,,,,1793585.0,45,111,2.987986,0.732846,0,0.0,0,46.67077,2178.160772,8.928060336,0.000105
chr11,65492527,65493335,DRAP1|chr11:65259998-65260806:.,chr11,65919257.0,65919258.0,DRAP1,2f957f7a,K562,-0.015277578,0.9092986,False,1.0,0.65,0.8,0.9,1.0,426468.0,28,59,6.639184,0.881496,1180,14906.43071,1,235.529794,55474.28386,44.07876419,0.000765
chr1,154384582,154385430,JTB|chr1:154357058-154357906:.,chr1,153977687.0,153977688.0,JTB,2f957f7a,K562,-0.004442173,0.999918431,False,0.9,0.75,0.85,0.9,1.0,406852.0,11,40,4.672161,0.663965,370,2569.560645,1,149.979905,22493.9719,21.82908841,0.000522
chr19,48780788,48781428,PPP1R15A|chr19:49284045-49284685:*,chr19,48872392.0,48872393.0,PPP1R15A,39b33148,K562,0.0235484,0.97461721,False,0.833893628,,,,,91319.0,4,21,8.301755,0.914183,805,1611.490803,0,1307.303647,1709042.825,68.91913608,0.002999
chr15,63841840,63842554,RPS27L|chr15:64134039-64134753:.,chr15,63158020.0,63158021.0,RPS27L,2f957f7a,K562,0.009606379,0.999918431,False,1.0,0.6,0.8,0.9,1.0,684388.0,9,87,2.318416,0.690482,64,57.572608,0,139.363904,19422.29774,5.375052749,0.000503
chrX,48864144,48864644,HDAC6|chrX:48722545-48723045:*,chrX,48801377.0,48801378.0,HDAC6,39b33148,K562,-0.008505676,0.974083745,False,0.999990566,,,,,62346.0,3,6,3.106831,0.999613,80,326.5616,1,500.727839,250728.3687,9.652398863,0.000555
chr3,128011102,128011642,H1FX|chr3:127729945-127730485:*,chr3,129316276.0,129316277.0,H1FX,39b33148,K562,-0.037408774,0.73956999,False,1.0,,,,,1304898.0,25,145,2.56656,0.554365,59,31.137781,1,85.980506,7392.647412,6.587230234,0.000321
chr15,43230535,43231035,SERF2|chr15:43522733-43523233:.,chr15,43777087.0,43777088.0,SERF2,2f957f7a,K562,0.004095567,0.999918431,False,1.0,0.75,0.9,1.0,1.0,561251.0,18,34,7.945923,0.98575,101,259.22256,0,129.15113,16680.01438,63.13769232,0.000738
chr19,12676251,12676771,WDR83OS|chr19:12787065-12787585:*,chr19,12669488.0,12669489.0,WDR83OS,39b33148,K562,-0.03586094,0.859314966,False,0.998600473,,,,,6868.0,1,2,5.477902,0.60331,450,3882.344642,1,3589.461621,12884234.73,30.00741032,0.013857
chr19,48332628,48333368,BCAT2|chr19:48835885-48836625:*,chr19,48811028.0,48811029.0,BCAT2,39b33148,K562,0.0102567,0.917580046,False,1.0,,,,,478135.0,25,85,40.61675,0.716612,276,4774.250484,0,225.118681,50678.42054,1649.720381,0.004324
chr19,49142828,49143328,BAX|chr19:49646085-49646585:*,chr19,48954815.0,48954816.0,BAX,39b33148,K562,0.009427259,0.996175361,False,1.0,,,,,188181.0,18,29,10.997437,0.903803,266,3205.591536,1,327.632851,107343.2851,120.9436206,0.001576
chr11,574081,574581,POLR2L|chr11:574081-574581:.,chr11,842544.0,842545.0,POLR2L,2f957f7a,K562,-0.041476057,0.920349664,False,1.0,0.7,0.85,0.95,1.0,268169.0,21,34,1.65806,0.733887,92,1063.942464,0,555.364296,308429.5013,2.749162964,0.00073
chrX,154527069,154527569,UBL4A|chrX:153755283-153755783:.,chrX,154486669.0,154486670.0,UBL4A,2f957f7a,K562,-0.006651094,0.999918431,False,0.95,0.5,0.8,0.85,1.0,40624.0,3,9,10.590606,0.689175,164,241.637354,0,1464.342929,2144300.214,112.1609354,0.010521
chr12,54603081,54603601,HNRNPA1|chr12:54996865-54997385:*,chr12,54280193.0,54280194.0,HNRNPA1,39b33148,K562,-0.03522094,0.967613757,False,0.909694078,,,,,322693.0,12,55,2.318416,0.983475,169,125.959925,0,120.158287,14438.01393,5.375052749,7.8e-05
chr8,129700499,129703039,MYC|chr8:130712745-130715285:*,chr8,127735434.0,127735435.0,MYC,0c4fc18d,K562,-0.01074831,0.963539534,False,1.0,,,,,1965762.0,7,217,3.046638,0.826261,38,213.81251,0,347.565027,120801.448,9.282003103,0.00122
chr11,57126739,57127414,TIMM10|chr11:56894213-56894888:.,chr11,57530802.0,57530803.0,TIMM10,2f957f7a,K562,-0.018207341,0.999918431,False,0.95,0.55,0.8,0.95,1.0,403813.0,11,67,9.055764,0.887835,137,314.276922,1,165.238296,27303.69446,82.00686162,0.001389
chr1,70674818,70676268,SRSF11|chr1:71140501-71141951:.,chr1,70205682.0,70205683.0,SRSF11,2f957f7a,K562,0.005967816,0.999918431,False,1.0,0.7,0.95,0.95,1.0,469594.0,5,20,13.5456175,0.872012,24,471.8688,0,186.778239,34886.11103,220.8841028,0.008034
chr12,54404301,54404841,COPZ1|chr12:54798085-54798625:*,chr12,54301202.0,54301203.0,COPZ1,39b33148,K562,-0.000776,0.985234979,False,1.0,,,,,79483.0,4,23,2.318416,0.986645,342,1031.945499,1,671.667867,451137.7236,5.375052749,0.000598
chr14,20482156,20482864,HNRNPC|chr14:20950315-20951023:.,chr14,21269493.0,21269494.0,HNRNPC,2f957f7a,K562,0.009986566,0.813695983,False,1.0,0.7,1.0,1.0,1.0,786850.0,29,90,3.106831,0.903803,270,617.03739,1,209.870147,44045.4786,9.652398863,0.000601
chr19,48385008,48385588,PPP1R15A|chr19:48888265-48888845:*,chr19,48872392.0,48872393.0,PPP1R15A,39b33148,K562,-0.04183667,0.905192287,False,0.998858073,,,,,487103.0,26,87,1.536336,0.914183,0,0.0,0,165.527035,27399.19932,2.360328305,7e-05
chr16,24462945,24463826,NDUFAB1|chr16:24474266-24475147:.,chr16,23596355.0,23596356.0,NDUFAB1,2f957f7a,K562,-0.026855823,0.999918431,False,1.0,0.6,0.9,0.9,1.0,867073.0,8,87,5.533956,0.637787,0,0.0,0,74.521133,5553.399264,30.62466901,0.000577
chr19,13013171,13013711,DNASE2|chr19:13123985-13124525:*,chr19,12881467.0,12881468.0,DNASE2,39b33148,K562,0.00359114,0.975759974,False,1.0,,,,,131714.5,10,16,4.205269,0.793211,672,983.761856,0,336.401717,113166.1152,17.68428736,0.000626
chr16,30628676,30629176,INO80E|chr16:30639997-30640497:.,chr16,29995294.0,29995295.0,INO80E,2f957f7a,K562,0.002693401,0.999918431,False,0.95,0.5,0.8,0.95,1.0,632712.0,41,67,4.615163,0.81876,93,91.095639,1,284.74106,81077.47125,21.29972952,0.001066
chr19,12293670,12294250,PRDX2|chr19:12404485-12405065:*,chr19,12801858.0,12801859.0,PRDX2,39b33148,K562,0.021621857,0.426909455,False,1.0,,,,,507916.0,22,45,4.144637,0.599511,222,1901.654664,0,238.87861,57062.99032,17.17801586,0.00055
chr19,13172271,13172791,RNASEH2A|chr19:13283085-13283605:*,chr19,12806556.0,12806557.0,RNASEH2A,39b33148,K562,-0.00154859,0.986817725,False,1.0,,,,,365926.0,18,63,4.443958,0.732846,226,2274.269866,0,204.883064,41977.06991,19.74876271,0.000571
chr19,48858508,48859008,BCAT2|chr19:49361765-49362265:*,chr19,48811028.0,48811029.0,BCAT2,39b33148,K562,-0.000669,0.983935502,False,1.0,,,,,47726.0,2,11,3.71684,0.716612,801,9207.899238,0,1546.925661,2392979.001,13.81489959,0.002719
chr17,8192076,8192882,EIF4A1|chr17:8095394-8096200:.,chr17,7572706.0,7572707.0,EIF4A1,2f957f7a,K562,-0.020317019,0.693697111,False,1.0,0.75,0.85,1.0,1.0,619609.0,32,73,8.851811,0.894464,268,5358.83487,1,273.822421,74978.71824,78.35455798,0.001464
chr2,37390414,37390914,CEBPZOS|chr2:37617557-37618057:.,chr2,37196488.0,37196489.0,CEBPZOS,2f957f7a,K562,0.002384016,0.999918431,False,0.95,0.75,0.85,0.85,1.0,194185.0,5,8,1.897465,0.542848,0,0.0,0,523.062957,273594.857,3.600373426,0.002885
chr5,139635695,139636511,SRA1|chr5:139015280-139016096:.,chr5,140558251.0,140558252.0,SRA1,2f957f7a,K562,-0.022275716,0.987663226,False,1.0,0.55,0.8,0.95,1.0,922159.0,16,114,11.176541,0.45345,204,2648.709276,0,178.258192,31775.98302,124.9150687,0.001571
chr19,48859168,48859688,PPP1R15A|chr19:49362425-49362945:*,chr19,48872392.0,48872393.0,PPP1R15A,39b33148,K562,-0.10030701,0.419804339,False,0.999990191,,,,,12965.0,2,3,8.903932,0.914183,801,7822.945674,0,2455.452783,6029248.37,79.28000506,0.006041
chr19,12779131,12779731,RNASEH2A|chr19:12889945-12890545:*,chr19,12806556.0,12806557.0,RNASEH2A,39b33148,K562,-0.04963657,0.367410885,False,1.0,,,,,27294.0,3,10,4.955162,0.732846,904,6215.400924,0,2573.855364,6624731.435,24.55363045,0.007991
chr11,65478647,65479147,YIF1A|chr11:65246118-65246618:.,chr11,66289169.0,66289170.0,YIF1A,2f957f7a,K562,-0.001623391,0.999918431,False,0.95,0.8,0.8,0.95,1.0,810278.0,41,104,14.949019,0.940482,472,6745.815268,0,134.290659,18033.98109,223.4731691,0.001074
chr1,38745382,38746585,YRDC|chr1:39211054-39212257:.,chr1,37808184.0,37808185.0,YRDC,2f957f7a,K562,-0.031353067,0.856433803,False,0.95,0.6,0.9,0.95,1.0,937594.0,8,89,4.728347,0.844551,112,837.8888,0,118.195781,13970.24265,22.35726535,0.000502
chrX,47541086,47541586,GATA1|chrX:47400485-47400985:*,chrX,48786554.0,48786555.0,GATA1,39b33148,K562,-0.0701482,0.527542007,False,1.0,,,,,1245234.0,31,98,16.7036,0.732846,0,0.0,0,57.745202,3334.508354,279.010253,0.000724
chrX,50448547,50449047,PLP2|chrX:50191545-50192045:*,chrX,49171926.0,49171927.0,PLP2,39b33148,K562,-0.01041993,0.932895367,False,1.0,,,,,1276951.0,27,60,1.299134,0.526977,0,0.0,0,21.419686,458.8029483,1.68774915,1.9e-05
chr11,65150605,65151105,SSSCA1|chr11:64918076-64918576:.,chr11,65570430.0,65570431.0,SSSCA1,2f957f7a,K562,-0.01780106,0.733672836,False,0.95,0.55,0.8,0.9,1.0,419610.0,17,75,8.000395,0.965088,235,246.59302,1,253.668117,64347.51358,64.00632016,0.000687
chr8,100433680,100434384,YWHAZ|chr8:100433680-100434384:.,chr8,100953388.0,100953389.0,YWHAZ,ebda246b,K562,-0.001539798,1.0,False,1.0,0.5,0.8,0.9,1.0,517286.0,4,51,2.987986,0.662634,72,81.3519,1,254.708258,64876.29669,8.928060336,0.000455
chr19,49147688,49148568,NUCB1|chr19:49650945-49651825:*,chr19,48900050.0,48900051.0,NUCB1,39b33148,K562,-0.011987624,0.747027605,False,1.0,,,,,248251.0,21,40,4.891731,0.966902,1064,18111.9525,0,389.716822,151879.2013,23.92903218,0.000769
chr19,12793351,12793851,RNASEH2A|chr19:12904165-12904665:*,chr19,12806556.0,12806557.0,RNASEH2A,39b33148,K562,-0.0202906,0.905665961,False,1.0,,,,,12994.0,2,3,11.04052,0.732846,1131,12252.04359,0,1689.997524,2856091.631,121.8930819,0.011691
chr19,49340188,49340688,FUT1|chr19:49843445-49843945:*,chr19,48755389.0,48755390.0,FUT1,39b33148,K562,0.0389431,0.856127833,False,0.999999683,,,,,584608.0,32,95,5.194579,0.46683,801,2444.687511,0,193.151139,37307.3625,26.98365099,0.000631
chr19,49301148,49301708,FUT1|chr19:49804405-49804965:*,chr19,48755389.0,48755390.0,FUT1,39b33148,K562,-0.01261061,0.989608169,False,1.0,,,,,546059.0,30,90,3.046638,0.46683,0,0.0,0,246.679707,60850.87785,9.282003103,0.000473
chr19,13061271,13061791,KLF1|chr19:13172085-13172605:*,chr19,12887198.0,12887199.0,KLF1,39b33148,K562,-0.00988037,0.780466732,False,1.0,,,,,174337.0,9,20,4.782327,0.743492,0,0.0,0,403.707515,162979.7577,22.87065153,0.000681
chr3,130077582,130078102,RPN1|chr3:129796425-129796945:*,chr3,128681074.0,128681075.0,RPN1,39b33148,K562,0.02252035,0.975990755,False,0.886693189,,,,,1426933.0,25,132,0.591086,0.604592,59,7.541498,1,58.574585,3430.982008,0.349382659,6.3e-05
chr8,125382534,125383180,NDUFB9|chr8:125382534-125383180:.,chr8,124539101.0,124539102.0,NDUFB9,ebda246b,K562,0.000317,1.0,False,1.0,0.5,0.8,0.95,1.0,843679.0,9,131,2.625646,0.807341,64,390.556384,1,191.836888,36801.3916,6.894016917,0.000616
chr19,12676251,12676771,JUNB|chr19:12787065-12787585:*,chr19,12791496.0,12791497.0,JUNB,39b33148,K562,0.10740253,0.25282042,False,0.987133795,,,,,114976.0,9,21,5.477902,0.862697,450,3882.344642,0,906.969994,822594.57,30.00741032,0.00158
chr11,16193801,16194521,RPS13|chr11:16193801-16194521:.,chr11,17077787.0,17077788.0,RPS13,ebda246b,K562,0.015141636,1.0,False,1.0,0.8,0.95,1.0,1.0,883599.0,5,71,3.351637,0.862697,80,132.66512,1,87.487535,7654.06878,11.23347058,0.000524
chr16,9047724,9048224,CARHSP1|chr16:9141581-9142081:.,chr16,8869011.0,8869012.0,CARHSP1,2f957f7a,K562,-0.023304335,0.778673347,False,1.0,0.6,0.8,1.0,1.0,186151.0,2,35,10.743244,0.459063,61,260.090397,0,488.90126,239024.442,115.4172916,0.007183
chr14,103315200,103315700,C14orf2|chr14:103781537-103782037:.,chr14,103928268.0,103928269.0,C14orf2,2f957f7a,K562,0.002876893,0.999918431,False,1.0,0.6,0.8,1.0,1.0,606120.0,13,57,4.017232,0.698756,118,722.491757,1,160.508116,25762.8553,16.13815294,0.001229
chr19,2059459,2060334,CSNK1G2|chr19:2059458-2060333:.,chr19,1941149.0,1941150.0,CSNK1G2,2f957f7a,K562,-0.020237227,0.958825893,False,1.0,0.55,0.8,0.95,1.0,118756.5,4,13,13.340218,0.77521,364,7737.220946,0,1384.545285,1916965.646,177.9614163,0.010092
chrX,47572686,47573226,HDAC6|chrX:47432085-47432625:*,chrX,48801377.0,48801378.0,HDAC6,39b33148,K562,-0.016319964,0.944722063,False,1.0,,,,,1229049.0,31,97,1.897465,0.999613,288,538.326792,1,82.190013,6755.198237,3.600373426,5.6e-05
chr1,85224598,85225505,RPF1|chr1:85690281-85691188:.,chr1,84479259.0,84479260.0,RPF1,2f957f7a,K562,0.002499485,0.999918431,False,0.95,0.5,0.8,0.9,1.0,745841.0,12,45,13.089102,0.582261,64,140.947488,1,217.819948,47445.52975,171.3245912,0.006549
chr19,2059459,2060334,ABHD17A|chr19:2059458-2060333:.,chr19,1885546.0,1885547.0,ABHD17A,2f957f7a,K562,-0.006018643,0.999918431,False,1.0,0.8,0.9,0.95,1.0,174398.5,7,21,13.340218,0.743492,364,7737.220946,0,902.742418,814943.8733,177.9614163,0.006472
chr8,128143819,128146339,MYC|chr8:129156065-129158585:*,chr8,127735434.0,127735435.0,MYC,0c4fc18d,K562,0.01635758,0.305592056,False,1.0,,,,,409022.0,3,101,1.111162,0.826261,93,139.583917,0,714.554743,510588.4807,1.23468099,0.000914
chr12,54219981,54220521,HNRNPA1|chr12:54613765-54614305:*,chr12,54280193.0,54280194.0,HNRNPA1,39b33148,K562,-0.03185854,0.952058898,False,0.9943876,,,,,60438.0,3,10,6.421532,0.983475,350,2390.8878,0,1752.550472,3071433.157,41.23607323,0.003147
chr9,127862350,127863418,SET|chr9:130624629-130625697:.,chr9,128683424.0,128683425.0,SET,2f957f7a,K562,-0.002669744,0.979972302,False,0.95,0.6,0.8,0.85,1.0,826674.0,27,149,17.738444,0.954611,116,304.574936,1,81.476818,6638.471871,314.6523955,0.000875
chr1,43044748,43045248,YBX1|chr1:43510419-43510919:.,chr1,42682427.0,42682428.0,YBX1,2f957f7a,K562,-0.019893532,0.999918431,False,1.0,0.6,0.9,0.95,1.0,362759.0,12,52,5.851145,0.898964,0,0.0,0,218.016296,47531.10532,34.23589781,0.00092
chrX,48782797,48783297,PLP2|chrX:48641205-48641705:*,chrX,49171926.0,49171927.0,PLP2,39b33148,K562,0.12249414,4.01e-10,True,1.0,,,,,388780.0,18,51,33.125791,0.526977,160,1007.10072,0,103.659413,10745.2739,1097.318029,0.002339
chr19,12293670,12294250,CALR|chr19:12404485-12405065:*,chr19,12938578.0,12938579.0,CALR,39b33148,K562,0.06588156,0.411668167,False,0.999022642,,,,,644605.0,31,68,4.144637,0.97208,222,1901.654664,1,124.076418,15394.9575,17.17801586,0.000222
chr19,12543711,12544231,KLF1|chr19:12654525-12655045:*,chr19,12887198.0,12887199.0,KLF1,39b33148,K562,0.000991,0.95872102,False,1.0,,,,,343180.0,21,56,2.868273,0.743492,458,4583.869184,0,261.961488,68623.8212,8.226990003,0.000265
chr2,240060731,240061405,NDUFA10|chr2:241000148-241000822:.,chr2,240025401.0,240025402.0,NDUFA10,2f957f7a,K562,0.039858711,0.97465686,False,1.0,0.55,0.8,0.9,1.0,35769.0,3,1,0.591086,0.542848,0,0.0,1,1231.704689,1517096.441,0.349382659,0.002136
chr17,42632927,42633427,STAT3|chr17:40784945-40785445:.,chr17,42388567.0,42388568.0,STAT3,2f957f7a,K562,0.035686265,0.554725052,False,0.95,0.45,0.8,0.95,1.0,244707.0,11,32,12.169855,0.963515,171,385.558146,0,176.156667,31031.17133,148.1053707,0.001486
chr2,130380029,130380529,MZT2B|chr2:131137602-131138102:.,chr2,130181737.0,130181738.0,MZT2B,2f957f7a,K562,0.008720952,0.99528139,False,1.0,0.7,0.95,0.95,1.0,198395.0,6,14,7.596459,0.789921,58,87.414294,0,777.951082,605207.886,57.70618934,0.008845
chr8,123616425,123616516,ZHX1|chr8:123616425-123616516:.,chr8,123275541.0,123275542.0,ZHX1,ebda246b,K562,0.045587175,1.0,False,1.0,0.6,0.85,0.95,1.0,342115.0,5,36,1.957461,0.965402,72,139.903308,0,235.546706,55482.25071,3.831653567,0.000368
chr4,6891714,6892773,GRPEL1|chr4:6893441-6894500:.,chr4,7068196.0,7068197.0,GRPEL1,2f957f7a,K562,-0.019237267,0.80706907,False,1.0,0.8,0.9,0.95,1.0,175756.0,5,30,11.417413,0.920739,159,641.636497,1,1334.346003,1780479.256,130.3573196,0.013103
chr11,7072498,7073149,MRPL17|chr11:7072498-7073149:.,chr11,6683401.0,6683402.0,MRPL17,ebda246b,K562,-0.026605244,1.0,False,0.9,0.25,0.85,0.9,1.0,389325.0,13,18,1.111162,0.925941,0,0.0,1,96.148555,9244.544629,1.23468099,0.000113
chr3,129106262,129106782,RAB7A|chr3:128825105-128825625:*,chr3,128726122.0,128726123.0,RAB7A,39b33148,K562,-0.02416734,0.924538724,False,0.993807785,,,,,380427.0,6,40,1.596818,0.768049,116,137.896276,0,264.406844,69910.97915,2.549827725,0.000675
chr11,1336631,1337056,RPLP2|chr11:1336631-1337056:.,chr11,809647.0,809648.0,RPLP2,ebda246b,K562,-0.02008195,1.0,False,1.0,0.7,0.95,0.95,1.0,526819.0,14,64,3.537403,0.942853,101,173.610213,1,293.113139,85915.31225,12.51321998,0.00051
chr19,49142828,49143328,FTL|chr19:49646085-49646585:*,chr19,48965301.0,48965302.0,FTL,39b33148,K562,0.00959925,0.937124964,False,1.0,,,,,177732.0,17,27,10.997437,0.923014,266,3205.591536,0,425.138596,180742.8258,120.9436206,0.001609
